date,category_label,category_value,downloads
2019-07-03,combined,py3.7-marshmallow3-no_linux,138
2019-07-03,combined,py3.5-marshmallow3,2796
2019-07-03,combined,py2.6-marshmallow2,3
2019-07-03,combined,py3.4-marshmallow3,48
2019-07-03,combined,py3.5-marshmallow3-no_linux,9
2019-07-03,combined,py3.4-marshmallow2,397
2019-07-03,combined,py2.7-marshmallow2-no_linux,95
2019-07-03,combined,py3.5-marshmallow2-no_linux,88
2019-07-03,combined,py3.6-marshmallow3,32230
2019-07-03,combined,py3.7-marshmallow2-no_linux,585
2019-07-03,combined,py3.5-marshmallow2,1972
2019-07-03,combined,py3.6-marshmallow2,13559
2019-07-03,combined,py3.6-marshmallow2-no_linux,356
2019-07-03,combined,py3.8-marshmallow2,1
2019-07-03,combined,py2.7-marshmallow3-no_linux,9
2019-07-03,combined,py3.4-marshmallow2-no_linux,2
2019-07-03,combined,py3.7-marshmallow3,3584
2019-07-03,python_major,3-no_linux,1248
2019-07-03,python_major,3,62427
2019-07-03,python_major,2,16922
2019-07-03,python_major,2-no_linux,104
2019-07-03,python_minor,3.5,4768
2019-07-03,python_minor,3.7,11422
2019-07-03,python_minor,2.6,3
2019-07-03,python_minor,3.6,45791
2019-07-03,python_minor,3.8,1
2019-07-03,python_minor,3.4,445
2019-07-03,python_minor,2.7-no_linux,104
2019-07-03,python_minor,2.7,16919
2019-07-03,python_minor,3.7-no_linux,723
2019-07-03,python_minor,3.4-no_linux,2
2019-07-03,python_minor,3.5-no_linux,97
2019-07-03,python_minor,3.6-no_linux,426
2019-07-03,marshmallow_major,3-no_linux,224
2019-07-03,marshmallow_major,3,44082
2019-07-03,marshmallow_major,2,35212
2019-07-03,marshmallow_major,2-no_linux,1126
2019-07-03,marshmallow_version,2.19.2,6753
2019-07-03,marshmallow_version,2.0.0b2,9
2019-07-03,marshmallow_version,3.0.0b17,5
2019-07-03,marshmallow_version,2.15.2-no_linux,1
2019-07-03,marshmallow_version,2.19.3-no_linux,1
2019-07-03,marshmallow_version,3.0.0b11-no_linux,3
2019-07-03,marshmallow_version,2.6.1,139
2019-07-03,marshmallow_version,2.11.1,534
2019-07-03,marshmallow_version,2.16.1,410
2019-07-03,marshmallow_version,3.0.0rc2,146
2019-07-03,marshmallow_version,2.1.3,1
2019-07-03,marshmallow_version,3.0.0rc5,1161
2019-07-03,marshmallow_version,2.18.1-no_linux,6
2019-07-03,marshmallow_version,2.15.4-no_linux,4
2019-07-03,marshmallow_version,2.13.5,485
2019-07-03,marshmallow_version,3.0.0rc2-no_linux,9
2019-07-03,marshmallow_version,3.0.0rc6-no_linux,53
2019-07-03,marshmallow_version,2.6.0-no_linux,2
2019-07-03,marshmallow_version,2.8.0,9
2019-07-03,marshmallow_version,2.3.0-no_linux,1
2019-07-03,marshmallow_version,2.10.4,13
2019-07-03,marshmallow_version,3.0.0b4,53
2019-07-03,marshmallow_version,3.0.0rc7,3933
2019-07-03,marshmallow_version,3.0.0b1,8
2019-07-03,marshmallow_version,2.6.1-no_linux,1
2019-07-03,marshmallow_version,2.15.1,503
2019-07-03,marshmallow_version,2.15.1-no_linux,2
2019-07-03,marshmallow_version,3.0.0b5-no_linux,16
2019-07-03,marshmallow_version,2.13.1,57
2019-07-03,marshmallow_version,2.19.1-no_linux,5
2019-07-03,marshmallow_version,2.10.4-no_linux,1
2019-07-03,marshmallow_version,2.19.2-no_linux,67
2019-07-03,marshmallow_version,3.0.0b7-no_linux,1
2019-07-03,marshmallow_version,3.0.0b14,10
2019-07-03,marshmallow_version,2.15.0-no_linux,8
2019-07-03,marshmallow_version,2.17.0-no_linux,4
2019-07-03,marshmallow_version,2.5.0,3
2019-07-03,marshmallow_version,2.10.3-no_linux,2
2019-07-03,marshmallow_version,3.0.0rc7-no_linux,87
2019-07-03,marshmallow_version,2.17.0,164
2019-07-03,marshmallow_version,3.0.0rc4,32341
2019-07-03,marshmallow_version,2.15.5,78
2019-07-03,marshmallow_version,2.15.4,574
2019-07-03,marshmallow_version,2.10.0,1
2019-07-03,marshmallow_version,2.7.1,33
2019-07-03,marshmallow_version,2.16.0,331
2019-07-03,marshmallow_version,2.7.0,2
2019-07-03,marshmallow_version,2.7.3-no_linux,21
2019-07-03,marshmallow_version,3.0.0rc1,194
2019-07-03,marshmallow_version,2.14.0-no_linux,16
2019-07-03,marshmallow_version,3.0.0b16,130
2019-07-03,marshmallow_version,2.14.0,273
2019-07-03,marshmallow_version,3.0.0rc6,1718
2019-07-03,marshmallow_version,3.0.0b7,170
2019-07-03,marshmallow_version,2.18.0,600
2019-07-03,marshmallow_version,2.15.2,103
2019-07-03,marshmallow_version,2.12.1,3
2019-07-03,marshmallow_version,2.15.3,845
2019-07-03,marshmallow_version,2.19.5-no_linux,849
2019-07-03,marshmallow_version,3.0.0b20,124
2019-07-03,marshmallow_version,2.4.2,12
2019-07-03,marshmallow_version,3.0.0b5,63
2019-07-03,marshmallow_version,2.15.6-no_linux,5
2019-07-03,marshmallow_version,3.0.0b9,19
2019-07-03,marshmallow_version,3.0.0rc3,2333
2019-07-03,marshmallow_version,2.12.0,2
2019-07-03,marshmallow_version,2.13.0-no_linux,2
2019-07-03,marshmallow_version,2.1.2,3
2019-07-03,marshmallow_version,2.18.0-no_linux,16
2019-07-03,marshmallow_version,3.0.0b18-no_linux,1
2019-07-03,marshmallow_version,2.16.3-no_linux,66
2019-07-03,marshmallow_version,2.15.3-no_linux,11
2019-07-03,marshmallow_version,3.0.0b11,190
2019-07-03,marshmallow_version,2.16.3,2731
2019-07-03,marshmallow_version,3.0.0b18,207
2019-07-03,marshmallow_version,2.15.6,468
2019-07-03,marshmallow_version,3.0.0b19,314
2019-07-03,marshmallow_version,2.7.1-no_linux,1
2019-07-03,marshmallow_version,3.0.0b8,115
2019-07-03,marshmallow_version,2.15.0,1092
2019-07-03,marshmallow_version,2.2.0,19
2019-07-03,marshmallow_version,2.3.0,1
2019-07-03,marshmallow_version,2.13.4,27
2019-07-03,marshmallow_version,2.6.0,98
2019-07-03,marshmallow_version,3.0.0b19-no_linux,3
2019-07-03,marshmallow_version,2.19.1,318
2019-07-03,marshmallow_version,2.19.3,20
2019-07-03,marshmallow_version,3.0.0b10,35
2019-07-03,marshmallow_version,2.7.3,137
2019-07-03,marshmallow_version,2.13.5-no_linux,2
2019-07-03,marshmallow_version,2.13.6-no_linux,17
2019-07-03,marshmallow_version,2.8.0-no_linux,1
2019-07-03,marshmallow_version,3.0.0rc3-no_linux,3
2019-07-03,marshmallow_version,2.16.2-no_linux,1
2019-07-03,marshmallow_version,3.0.0b3-no_linux,1
2019-07-03,marshmallow_version,2.12.2,69
2019-07-03,marshmallow_version,2.9.1-no_linux,1
2019-07-03,marshmallow_version,3.0.0b1-no_linux,1
2019-07-03,marshmallow_version,2.19.0-no_linux,3
2019-07-03,marshmallow_version,2.0.0b4,1
2019-07-03,marshmallow_version,2.19.4,214
2019-07-03,marshmallow_version,2.16.0-no_linux,1
2019-07-03,marshmallow_version,3.0.0b2,22
2019-07-03,marshmallow_version,2.19.5,15295
2019-07-03,marshmallow_version,3.0.0rc5-no_linux,11
2019-07-03,marshmallow_version,2.10.5,27
2019-07-03,marshmallow_version,2.10.3,237
2019-07-03,marshmallow_version,3.0.0rc4-no_linux,4
2019-07-03,marshmallow_version,2.19.4-no_linux,3
2019-07-03,marshmallow_version,3.0.0b6,48
2019-07-03,marshmallow_version,2.7.2,46
2019-07-03,marshmallow_version,2.18.1,615
2019-07-03,marshmallow_version,3.0.0b12,393
2019-07-03,marshmallow_version,2.4.0,2
2019-07-03,marshmallow_version,2.9.0,24
2019-07-03,marshmallow_version,2.19.0,675
2019-07-03,marshmallow_version,3.0.0b12-no_linux,31
2019-07-03,marshmallow_version,2.9.1,125
2019-07-03,marshmallow_version,3.0.0b3,70
2019-07-03,marshmallow_version,2.16.1-no_linux,5
2019-07-03,marshmallow_version,2.16.2,29
2019-07-03,marshmallow_version,2.13.0,120
2019-07-03,marshmallow_version,2.2.1,9
2019-07-03,marshmallow_version,2.13.6,872
2019-07-03,marshmallow_version,3.0.0b13,280
2019-07-03,marshmallow_version,2.1.0,1
2019-06-08,combined,py3.5-marshmallow2,521
2019-06-08,combined,py2.6-marshmallow2,4
2019-06-08,combined,py3.5-marshmallow2-no_linux,24
2019-06-08,combined,py3.6-marshmallow2-no_linux,80
2019-06-08,combined,py3.5-marshmallow3,221
2019-06-08,combined,py2.7-marshmallow2,6318
2019-06-08,combined,py2.7-marshmallow3,210
2019-06-08,combined,py3.6-marshmallow2,2546
2019-06-08,combined,py3.4-marshmallow2,166
2019-06-08,combined,py3.4-marshmallow3,8
2019-06-08,combined,py3.7-marshmallow3-no_linux,29
2019-06-08,combined,py3.8-marshmallow2,1
2019-06-08,combined,py3.6-marshmallow3-no_linux,10
2019-06-08,combined,py3.7-marshmallow2,1610
2019-06-08,combined,py3.7-marshmallow2-no_linux,224
2019-06-08,combined,py3.7-marshmallow3,489
2019-06-08,combined,py3.4-marshmallow2-no_linux,1
2019-06-08,combined,py3.6-marshmallow3,902
2019-06-08,combined,py2.7-marshmallow3-no_linux,1
2019-06-08,combined,py2.7-marshmallow2-no_linux,22
2019-06-08,python_major,2-no_linux,23
2019-06-08,python_major,2,6534
2019-06-08,python_major,3-no_linux,368
2019-06-08,python_major,3,6464
2019-06-08,python_minor,3.8,1
2019-06-08,python_minor,2.7-no_linux,23
2019-06-08,python_minor,3.4-no_linux,1
2019-06-08,python_minor,3.7,2099
2019-06-08,python_minor,2.7,6530
2019-06-08,python_minor,3.5-no_linux,24
2019-06-08,python_minor,3.5,742
2019-06-08,python_minor,2.6,4
2019-06-08,python_minor,3.6-no_linux,90
2019-06-08,python_minor,3.4,174
2019-06-08,python_minor,3.6,3448
2019-06-08,python_minor,3.7-no_linux,253
2019-06-08,marshmallow_major,3-no_linux,40
2019-06-08,marshmallow_major,2,11166
2019-06-08,marshmallow_major,2-no_linux,351
2019-06-08,marshmallow_major,3,1830
2019-07-07,combined,py2.6-marshmallow2,3
2019-07-07,combined,py2.7-marshmallow2,5491
2019-07-07,combined,py2.7-marshmallow3,1567
2019-07-07,combined,py3.4-marshmallow2,142
2019-07-07,combined,py3.4-marshmallow3,4
2019-07-07,combined,py3.5-marshmallow2,358
2019-07-07,combined,py3.5-marshmallow3,3144
2019-07-07,combined,py3.6-marshmallow2,4315
2019-07-07,combined,py3.6-marshmallow3,2424
2019-07-07,combined,py3.7-marshmallow2,1434
2019-07-07,combined,py3.7-marshmallow3,791
2019-07-07,combined,py3.8-marshmallow3,3
2019-07-07,combined,py2.7-marshmallow2-no_linux,14
2019-07-07,combined,py2.7-marshmallow3-no_linux,5
2019-07-07,combined,py3.4-marshmallow2-no_linux,2
2019-07-07,combined,py3.5-marshmallow2-no_linux,13
2019-07-07,combined,py3.6-marshmallow2-no_linux,58
2019-07-07,combined,py3.6-marshmallow3-no_linux,8
2019-07-07,combined,py3.7-marshmallow2-no_linux,193
2019-07-07,combined,py3.7-marshmallow3-no_linux,34
2019-07-07,combined,py3.8-marshmallow3-no_linux,3
2019-07-07,python_major,2,7069
2019-07-07,python_major,3,12619
2019-07-07,python_major,2-no_linux,19
2019-07-07,python_major,3-no_linux,311
2019-07-07,python_minor,2.6,3
2019-07-07,python_minor,2.7,7066
2019-07-07,python_minor,3.4,146
2019-07-07,python_minor,3.5,3502
2019-07-07,python_minor,3.6,6743
2019-07-07,python_minor,3.7,2225
2019-07-07,python_minor,3.8,3
2019-07-07,python_minor,2.7-no_linux,19
2019-07-07,python_minor,3.4-no_linux,2
2019-07-07,python_minor,3.5-no_linux,13
2019-07-07,python_minor,3.6-no_linux,66
2019-07-07,python_minor,3.7-no_linux,227
2019-07-07,python_minor,3.8-no_linux,3
2019-07-07,marshmallow_major,2,11743
2019-07-07,marshmallow_major,3,7933
2019-07-07,marshmallow_major,2-no_linux,280
2019-07-07,marshmallow_major,3-no_linux,50
2019-07-07,marshmallow_version,2.1.0,1
2019-07-07,marshmallow_version,2.1.2,3
2019-07-07,marshmallow_version,2.2.0,1
2019-07-07,marshmallow_version,2.2.1,2
2019-07-07,marshmallow_version,2.4.0,2
2019-07-07,marshmallow_version,2.4.2,4
2019-07-07,marshmallow_version,2.6.0,16
2019-07-07,marshmallow_version,2.6.1,235
2019-07-07,marshmallow_version,2.7.0,8
2019-07-07,marshmallow_version,2.7.1,26
2019-07-07,marshmallow_version,2.7.2,8
2019-07-07,marshmallow_version,2.7.3,43
2019-07-07,marshmallow_version,2.8.0,6
2019-07-07,marshmallow_version,2.9.1,19
2019-07-07,marshmallow_version,2.10.3,152
2019-07-07,marshmallow_version,2.10.4,3
2019-07-07,marshmallow_version,2.10.5,15
2019-07-07,marshmallow_version,2.11.1,462
2019-07-07,marshmallow_version,2.12.1,1
2019-07-07,marshmallow_version,2.12.2,19
2019-07-07,marshmallow_version,2.13.0,16
2019-07-07,marshmallow_version,2.13.1,10
2019-07-07,marshmallow_version,2.13.4,4
2019-07-07,marshmallow_version,2.13.5,213
2019-07-07,marshmallow_version,2.13.6,425
2019-07-07,marshmallow_version,2.14.0,36
2019-07-07,marshmallow_version,2.15.0,502
2019-07-07,marshmallow_version,2.15.1,29
2019-07-07,marshmallow_version,2.15.2,30
2019-07-07,marshmallow_version,2.15.3,131
2019-07-07,marshmallow_version,2.15.4,182
2019-07-07,marshmallow_version,2.15.5,18
2019-07-07,marshmallow_version,2.15.6,18
2019-07-07,marshmallow_version,2.16.0,55
2019-07-07,marshmallow_version,2.16.1,208
2019-07-07,marshmallow_version,2.16.3,2037
2019-07-07,marshmallow_version,2.17.0,33
2019-07-07,marshmallow_version,2.18.0,138
2019-07-07,marshmallow_version,2.18.1,33
2019-07-07,marshmallow_version,2.19.0,64
2019-07-07,marshmallow_version,2.19.1,24
2019-07-07,marshmallow_version,2.19.2,863
2019-07-07,marshmallow_version,2.19.3,6
2019-07-07,marshmallow_version,2.19.5,5637
2019-07-07,marshmallow_version,2.0.0b2,5
2019-07-07,marshmallow_version,3.0.0b1,2
2019-07-07,marshmallow_version,3.0.0b2,2
2019-07-07,marshmallow_version,3.0.0b3,4
2019-07-07,marshmallow_version,3.0.0b4,6
2019-07-07,marshmallow_version,3.0.0b5,17
2019-07-07,marshmallow_version,3.0.0b6,7
2019-07-07,marshmallow_version,3.0.0b7,24
2019-07-07,marshmallow_version,3.0.0b8,20
2019-07-07,marshmallow_version,3.0.0b9,6
2019-07-07,marshmallow_version,3.0.0b10,1
2019-07-07,marshmallow_version,3.0.0b11,18
2019-07-07,marshmallow_version,3.0.0b12,50
2019-07-07,marshmallow_version,3.0.0b13,145
2019-07-07,marshmallow_version,3.0.0b14,4
2019-07-07,marshmallow_version,3.0.0b16,6
2019-07-07,marshmallow_version,3.0.0b17,9
2019-07-07,marshmallow_version,3.0.0b18,100
2019-07-07,marshmallow_version,3.0.0b19,18
2019-07-07,marshmallow_version,3.0.0b20,12
2019-07-07,marshmallow_version,3.0.0rc1,20
2019-07-07,marshmallow_version,3.0.0rc2,4
2019-07-07,marshmallow_version,3.0.0rc3,1316
2019-07-07,marshmallow_version,3.0.0rc4,3386
2019-07-07,marshmallow_version,3.0.0rc5,138
2019-07-07,marshmallow_version,3.0.0rc6,402
2019-07-07,marshmallow_version,3.0.0rc7,93
2019-07-07,marshmallow_version,3.0.0rc8,2123
2019-07-07,marshmallow_version,2.2.0-no_linux,1
2019-07-07,marshmallow_version,2.6.1-no_linux,1
2019-07-07,marshmallow_version,2.7.0-no_linux,2
2019-07-07,marshmallow_version,2.7.3-no_linux,1
2019-07-07,marshmallow_version,2.10.5-no_linux,1
2019-07-07,marshmallow_version,2.13.5-no_linux,1
2019-07-07,marshmallow_version,2.13.6-no_linux,2
2019-07-07,marshmallow_version,2.14.0-no_linux,1
2019-07-07,marshmallow_version,2.15.0-no_linux,1
2019-07-07,marshmallow_version,2.15.1-no_linux,2
2019-07-07,marshmallow_version,2.15.3-no_linux,1
2019-07-07,marshmallow_version,2.16.1-no_linux,1
2019-07-07,marshmallow_version,2.16.3-no_linux,5
2019-07-07,marshmallow_version,2.17.0-no_linux,1
2019-07-07,marshmallow_version,2.18.0-no_linux,5
2019-07-07,marshmallow_version,2.19.2-no_linux,12
2019-07-07,marshmallow_version,2.19.5-no_linux,242
2019-07-07,marshmallow_version,3.0.0b5-no_linux,7
2019-07-07,marshmallow_version,3.0.0b13-no_linux,1
2019-07-07,marshmallow_version,3.0.0rc4-no_linux,1
2019-07-07,marshmallow_version,3.0.0rc5-no_linux,4
2019-07-07,marshmallow_version,3.0.0rc6-no_linux,10
2019-07-07,marshmallow_version,3.0.0rc7-no_linux,3
2019-07-07,marshmallow_version,3.0.0rc8-no_linux,24
2019-06-27,combined,py2.6-marshmallow2,3
2019-06-27,combined,py2.7-marshmallow2,12523
2019-06-27,combined,py2.7-marshmallow3,7782
2019-06-27,combined,py3.3-marshmallow3,3
2019-06-27,combined,py3.4-marshmallow2,437
2019-06-27,combined,py3.4-marshmallow3,46
2019-06-27,combined,py3.5-marshmallow2,2509
2019-06-27,combined,py3.5-marshmallow3,652
2019-06-27,combined,py3.6-marshmallow2,13862
2019-06-27,combined,py3.6-marshmallow3,7804
2019-06-27,combined,py3.7-marshmallow2,8189
2019-06-27,combined,py3.7-marshmallow3,3984
2019-06-27,combined,py3.8-marshmallow2,5
2019-06-27,combined,py2.7-marshmallow2-no_linux,93
2019-06-27,combined,py2.7-marshmallow3-no_linux,13
2019-06-27,combined,py3.4-marshmallow2-no_linux,1
2019-06-27,combined,py3.4-marshmallow3-no_linux,1
2019-06-27,combined,py3.5-marshmallow2-no_linux,102
2019-06-27,combined,py3.5-marshmallow3-no_linux,17
2019-06-27,combined,py3.6-marshmallow2-no_linux,299
2019-06-27,combined,py3.6-marshmallow3-no_linux,101
2019-06-27,combined,py3.7-marshmallow2-no_linux,573
2019-06-27,combined,py3.7-marshmallow3-no_linux,124
2019-06-27,combined,py3.8-marshmallow2-no_linux,1
2019-06-27,python_major,2,20324
2019-06-27,python_major,3,37498
2019-06-27,python_major,2-no_linux,109
2019-06-27,python_major,3-no_linux,1219
2019-06-27,python_minor,2.6,3
2019-06-27,python_minor,2.7,20321
2019-06-27,python_minor,3.3,3
2019-06-27,python_minor,3.4,483
2019-06-27,python_minor,3.5,3161
2019-06-27,python_minor,3.6,21671
2019-06-27,python_minor,3.7,12175
2019-06-27,python_minor,3.8,5
2019-06-27,python_minor,2.7-no_linux,109
2019-06-27,python_minor,3.4-no_linux,2
2019-06-27,python_minor,3.5-no_linux,119
2019-06-27,python_minor,3.6-no_linux,400
2019-06-27,python_minor,3.7-no_linux,697
2019-06-27,python_minor,3.8-no_linux,1
2019-06-27,marshmallow_major,2,37528
2019-06-27,marshmallow_major,3,20271
2019-06-27,marshmallow_major,2-no_linux,1069
2019-06-27,marshmallow_major,3-no_linux,256
2019-06-27,marshmallow_version,2.1.0,1
2019-06-27,marshmallow_version,2.1.1,2
2019-06-27,marshmallow_version,2.1.2,3
2019-06-27,marshmallow_version,2.2.0,20
2019-06-27,marshmallow_version,2.2.1,8
2019-06-27,marshmallow_version,2.3.0,3
2019-06-27,marshmallow_version,2.4.0,2
2019-06-27,marshmallow_version,2.4.2,32
2019-06-27,marshmallow_version,2.6.0,106
2019-06-27,marshmallow_version,2.6.1,137
2019-06-27,marshmallow_version,2.7.0,7
2019-06-27,marshmallow_version,2.7.1,51
2019-06-27,marshmallow_version,2.7.2,34
2019-06-27,marshmallow_version,2.7.3,331
2019-06-27,marshmallow_version,2.8.0,2
2019-06-27,marshmallow_version,2.9.0,21
2019-06-27,marshmallow_version,2.9.1,210
2019-06-27,marshmallow_version,2.10.1,5
2019-06-27,marshmallow_version,2.10.2,4
2019-06-27,marshmallow_version,2.10.3,266
2019-06-27,marshmallow_version,2.10.4,33
2019-06-27,marshmallow_version,2.10.5,33
2019-06-27,marshmallow_version,2.11.1,423
2019-06-27,marshmallow_version,2.12.0,13
2019-06-27,marshmallow_version,2.12.1,49
2019-06-27,marshmallow_version,2.12.2,90
2019-06-27,marshmallow_version,2.13.0,145
2019-06-27,marshmallow_version,2.13.1,79
2019-06-27,marshmallow_version,2.13.3,1
2019-06-27,marshmallow_version,2.13.4,43
2019-06-27,marshmallow_version,2.13.5,572
2019-06-27,marshmallow_version,2.13.6,601
2019-06-27,marshmallow_version,2.14.0,316
2019-06-27,marshmallow_version,2.15.0,1040
2019-06-27,marshmallow_version,2.15.1,880
2019-06-27,marshmallow_version,2.15.2,105
2019-06-27,marshmallow_version,2.15.3,961
2019-06-27,marshmallow_version,2.15.4,469
2019-06-27,marshmallow_version,2.15.5,98
2019-06-27,marshmallow_version,2.15.6,404
2019-06-27,marshmallow_version,2.16.0,221
2019-06-27,marshmallow_version,2.16.1,568
2019-06-27,marshmallow_version,2.16.2,37
2019-06-27,marshmallow_version,2.16.3,2963
2019-06-27,marshmallow_version,2.17.0,211
2019-06-27,marshmallow_version,2.18.0,706
2019-06-27,marshmallow_version,2.18.1,612
2019-06-27,marshmallow_version,2.19.0,627
2019-06-27,marshmallow_version,2.19.1,543
2019-06-27,marshmallow_version,2.19.2,7733
2019-06-27,marshmallow_version,2.19.3,16
2019-06-27,marshmallow_version,2.19.4,94
2019-06-27,marshmallow_version,2.19.5,15567
2019-06-27,marshmallow_version,2.0.0b1,1
2019-06-27,marshmallow_version,2.0.0b2,23
2019-06-27,marshmallow_version,3.0.0a1,1
2019-06-27,marshmallow_version,3.0.0b1,41
2019-06-27,marshmallow_version,3.0.0b2,26
2019-06-27,marshmallow_version,3.0.0b3,51
2019-06-27,marshmallow_version,3.0.0b4,81
2019-06-27,marshmallow_version,3.0.0b5,48
2019-06-27,marshmallow_version,3.0.0b6,97
2019-06-27,marshmallow_version,3.0.0b7,259
2019-06-27,marshmallow_version,3.0.0b8,72
2019-06-27,marshmallow_version,3.0.0b9,30
2019-06-27,marshmallow_version,2.0.0rc2,6
2019-06-27,marshmallow_version,3.0.0b10,22
2019-06-27,marshmallow_version,3.0.0b11,129
2019-06-27,marshmallow_version,3.0.0b12,648
2019-06-27,marshmallow_version,3.0.0b13,333
2019-06-27,marshmallow_version,3.0.0b14,5
2019-06-27,marshmallow_version,3.0.0b15,4
2019-06-27,marshmallow_version,3.0.0b16,137
2019-06-27,marshmallow_version,3.0.0b18,162
2019-06-27,marshmallow_version,3.0.0b19,348
2019-06-27,marshmallow_version,3.0.0b20,187
2019-06-27,marshmallow_version,3.0.0rc1,272
2019-06-27,marshmallow_version,3.0.0rc2,67
2019-06-27,marshmallow_version,3.0.0rc3,2456
2019-06-27,marshmallow_version,3.0.0rc4,3729
2019-06-27,marshmallow_version,3.0.0rc5,3563
2019-06-27,marshmallow_version,3.0.0rc6,2504
2019-06-27,marshmallow_version,3.0.0rc7,4999
2019-06-27,marshmallow_version,2.2.0-no_linux,1
2019-06-27,marshmallow_version,2.3.0-no_linux,1
2019-06-27,marshmallow_version,2.6.0-no_linux,3
2019-06-27,marshmallow_version,2.6.1-no_linux,1
2019-06-27,marshmallow_version,2.7.1-no_linux,1
2019-06-27,marshmallow_version,2.7.3-no_linux,12
2019-06-27,marshmallow_version,2.9.0-no_linux,1
2019-06-27,marshmallow_version,2.10.3-no_linux,2
2019-06-27,marshmallow_version,2.12.0-no_linux,1
2019-06-27,marshmallow_version,2.12.1-no_linux,1
2019-06-27,marshmallow_version,2.13.5-no_linux,4
2019-06-27,marshmallow_version,2.13.6-no_linux,16
2019-06-27,marshmallow_version,2.14.0-no_linux,8
2019-06-27,marshmallow_version,2.15.0-no_linux,19
2019-06-27,marshmallow_version,2.15.1-no_linux,8
2019-06-27,marshmallow_version,2.15.2-no_linux,1
2019-06-27,marshmallow_version,2.15.3-no_linux,2
2019-06-27,marshmallow_version,2.15.4-no_linux,9
2019-06-27,marshmallow_version,2.15.6-no_linux,5
2019-06-27,marshmallow_version,2.16.0-no_linux,5
2019-06-27,marshmallow_version,2.16.1-no_linux,3
2019-06-27,marshmallow_version,2.16.3-no_linux,13
2019-06-27,marshmallow_version,2.17.0-no_linux,2
2019-06-27,marshmallow_version,2.18.0-no_linux,23
2019-06-27,marshmallow_version,2.18.1-no_linux,13
2019-06-27,marshmallow_version,2.19.0-no_linux,1
2019-06-27,marshmallow_version,2.19.1-no_linux,1
2019-06-27,marshmallow_version,2.19.2-no_linux,68
2019-06-27,marshmallow_version,2.19.3-no_linux,1
2019-06-27,marshmallow_version,2.19.4-no_linux,1
2019-06-27,marshmallow_version,2.19.5-no_linux,842
2019-06-27,marshmallow_version,3.0.0a1-no_linux,1
2019-06-27,marshmallow_version,3.0.0b1-no_linux,1
2019-06-27,marshmallow_version,3.0.0b4-no_linux,1
2019-06-27,marshmallow_version,3.0.0b5-no_linux,10
2019-06-27,marshmallow_version,3.0.0b8-no_linux,1
2019-06-27,marshmallow_version,3.0.0b12-no_linux,60
2019-06-27,marshmallow_version,3.0.0b13-no_linux,1
2019-06-27,marshmallow_version,3.0.0rc1-no_linux,1
2019-06-27,marshmallow_version,3.0.0rc2-no_linux,4
2019-06-27,marshmallow_version,3.0.0rc3-no_linux,5
2019-06-27,marshmallow_version,3.0.0rc4-no_linux,40
2019-06-27,marshmallow_version,3.0.0rc5-no_linux,14
2019-06-27,marshmallow_version,3.0.0rc6-no_linux,51
2019-06-27,marshmallow_version,3.0.0rc7-no_linux,66
2019-05-26,combined,py3.7-marshmallow3-no_linux,27
2019-05-26,combined,py3.6-marshmallow2-no_linux,89
2019-05-26,combined,py3.5-marshmallow2,718
2019-05-26,combined,py3.7-marshmallow2-no_linux,184
2019-05-26,combined,py3.4-marshmallow2,197
2019-05-26,combined,py3.6-marshmallow3,1263
2019-05-26,combined,py3.7-marshmallow2,1488
2019-05-26,combined,py3.5-marshmallow2-no_linux,38
2019-05-26,combined,py3.6-marshmallow3-no_linux,9
2019-05-26,combined,py2.6-marshmallow2,3
2019-05-26,combined,py2.7-marshmallow2,5248
2019-05-26,combined,py2.7-marshmallow2-no_linux,36
2019-05-26,combined,py3.5-marshmallow3,332
2019-05-26,combined,py3.4-marshmallow3,7
2019-05-26,combined,py2.7-marshmallow3-no_linux,1
2019-05-26,combined,py3.6-marshmallow2,2827
2019-05-26,combined,py2.7-marshmallow3,303
2019-05-26,combined,py3.7-marshmallow3,442
2019-05-26,combined,py3.8-marshmallow3,8
2019-05-26,combined,py3.5-marshmallow3-no_linux,2
2019-05-26,python_major,2,5559
2019-05-26,python_major,3,7290
2019-05-26,python_major,3-no_linux,350
2019-05-26,python_major,2-no_linux,37
2019-05-26,python_minor,3.7-no_linux,212
2019-05-26,python_minor,3.5,1050
2019-05-26,python_minor,3.6-no_linux,98
2019-05-26,python_minor,2.7-no_linux,37
2019-05-26,python_minor,2.7,5556
2019-05-26,python_minor,3.5-no_linux,40
2019-05-26,python_minor,3.8,8
2019-05-26,python_minor,3.6,4091
2019-05-26,python_minor,2.6,3
2019-05-26,python_minor,3.7,1937
2019-05-26,python_minor,3.4,204
2019-05-26,marshmallow_major,2,10481
2019-05-26,marshmallow_major,3,2355
2019-05-26,marshmallow_major,3-no_linux,39
2019-05-26,marshmallow_major,2-no_linux,347
2019-05-26,marshmallow_version,2.7.3,34
2019-05-26,marshmallow_version,2.19.0-no_linux,2
2019-05-26,marshmallow_version,3.0.0b3,5
2019-05-26,marshmallow_version,2.10.5,7
2019-05-26,marshmallow_version,2.15.6-no_linux,3
2019-05-26,marshmallow_version,3.0.0rc5-no_linux,5
2019-05-26,marshmallow_version,2.13.4,5
2019-05-26,marshmallow_version,3.0.0b7-no_linux,2
2019-05-26,marshmallow_version,2.19.2-no_linux,302
2019-05-26,marshmallow_version,3.0.0b7,16
2019-05-26,marshmallow_version,2.2.1,3
